OBJECTID,UNIT_ID,USE_TYPE,NAME,people,NAME_LONG,LEVEL_ID,SCHEDULE_EMAIL,CAPACITY,AREA_ID,ASSIGNMENT_TYPE,AREA_GROSS,HEIGHT_RELATIVE,RESERVATION_METHOD,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,VALIDATIONSTATUS,Extrude1,fire_intensity,temperature,start_time,start_time_txt,end_time,end_time_txt,active_rooms,max_people,sqm_pp,nr_people_height,geom
313,ETH.LEE.E.E_100.0001,Treppe,LEE E 100.0001,0,LEE E 100.0001,ETH.LEE.E,,,,none,29.4897821449257,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,2,10,0.0,"{""hasZ"":true,""rings"":[[[951342.871399999,6004045.0406,443],[951343.784299999,6004042.9557,443],[951339.614399999,6004041.1298,443],[951336.757100001,6004047.6556,443],[951338.340999998,6004048.3492,443],[951340.927000001,6004049.4814,443],[951342.871399999,6004045.0406,443]],[[951339.190400001,6004046.7042,443],[951340.5656,6004043.5632,443],[951341.351,6004043.907,443],[951341.179000001,6004044.2997,443],[951339.975699998,6004047.0479,443],[951339.190400001,6004046.7042,443]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
314,ETH.LEE.E.E_100.001,Gang,LEE E 100.001,0,LEE E 100.001,ETH.LEE.E,,,,none,100.973819938461,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,10,10,0.0,"{""hasZ"":true,""rings"":[[[951332.473900001,6004048.1519,443],[951332.677000001,6004048.2409,443],[951332.727400001,6004048.1258,443],[951332.8627,6004048.185,443],[951333.455400001,6004046.8311,443],[951333.320099998,6004046.7719,443],[951333.3704,6004046.6568,443],[951333.1675,6004046.568,443],[951336.4692,6004039.0268,443],[951336.6723,6004039.1156,443],[951336.7227,6004039.0007,443],[951336.858100001,6004039.0598,443],[951337.688099999,6004037.1645,443],[951337.552700002,6004037.1052,443],[951337.603100002,6004036.99,443],[951337.399900001,6004036.9012,443],[951338.864300001,6004033.557,443],[951335.344000001,6004032.0157,443],[951334.217700001,6004034.5881,443],[951334.099199999,6004034.8589,443],[951328.906199999,6004046.7189,443],[951321.947299998,6004043.6721,443],[951320.619399998,6004046.7047,443],[951324.464400001,6004048.3882,443],[951326.9014,6004049.4554,443],[951331.0986,6004051.2929,443],[951332.473900001,6004048.1519,443]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
315,ETH.LEE.E.E_100.0002,Gang,LEE E 100.0002,0,LEE E 100.0002,ETH.LEE.E,,,,none,23.4947867563914,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,2,10,0.0,"{""hasZ"":true,""rings"":[[[951340.2148,6004051.4767,443],[951340.282299999,6004051.5065,443],[951340.320999999,6004051.4184,443],[951340.913699999,6004050.0645,443],[951340.952300001,6004049.9765,443],[951340.884500001,6004049.9469,443],[951340.943799999,6004049.8115,443],[951338.222600002,6004048.62,443],[951338.340999998,6004048.3492,443],[951336.757100001,6004047.6556,443],[951336.6384,6004047.9263,443],[951335.961599998,6004047.6299,443],[951334.919100001,6004047.1735,443],[951334.648200002,6004047.0549,443],[951334.309300002,6004046.9065,443],[951333.6329,6004046.6103,443],[951333.573600002,6004046.7457,443],[951333.505800001,6004046.7161,443],[951333.455400001,6004046.8311,443],[951332.8627,6004048.185,443],[951332.812399998,6004048.3002,443],[951332.879900001,6004048.3298,443],[951332.512400001,6004049.1692,443],[951333.3112,6004049.519,443],[951333.281599998,6004049.5867,443],[951333.369600002,6004049.6251,443],[951334.723499998,6004050.2179,443],[951334.811500002,6004050.2565,443],[951334.8411,6004050.1888,443],[951335.653499998,6004050.5446,443],[951335.623799998,6004050.6123,443],[951335.732099999,6004050.6596,443],[951337.4652,6004051.4185,443],[951337.6818,6004051.5133,443],[951339.414700001,6004052.272,443],[951339.522999998,6004052.3194,443],[951339.5526,6004052.2517,443],[951339.823399998,6004052.3703,443],[951340.2148,6004051.4767,443]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
316,ETH.LEE.E.E_100.003,Gang,LEE E 100.003,0,LEE E 100.003,ETH.LEE.E,,,,none,16.1729577166829,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,1,10,0.0,"{""hasZ"":true,""rings"":[[[951340.711199999,6004055.5019,443],[951340.761799999,6004055.5241,443],[951341.325100001,6004054.2379,443],[951341.494199999,6004054.3119,443],[951342.087099999,6004052.958,443],[951341.917800002,6004052.884,443],[951343.963,6004048.2131,443],[951343.9122,6004048.1909,443],[951344.0308,6004047.9201,443],[951343.963199999,6004047.8904,443],[951342.609200001,6004047.2977,443],[951342.541499998,6004047.268,443],[951342.423,6004047.5387,443],[951342.287599999,6004047.4795,443],[951341.155400001,6004050.0655,443],[951341.0876,6004050.0357,443],[951341.049199998,6004050.1238,443],[951340.913699999,6004050.0645,443],[951340.320999999,6004051.4184,443],[951340.456300002,6004051.4777,443],[951340.4177,6004051.5656,443],[951340.4855,6004051.5953,443],[951339.086399999,6004054.7904,443],[951339.221799999,6004054.8497,443],[951339.103399999,6004055.1205,443],[951339.171,6004055.1502,443],[951340.524900001,6004055.7429,443],[951340.592500001,6004055.7725,443],[951340.711199999,6004055.5019,443]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
317,ETH.LEE.E.E_101,Hoersaal,LEE E 101,0,Hörsaal LEE E 101,ETH.LEE.E,,,,none,414.004528459963,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,41,10,0.0,"{""hasZ"":true,""rings"":[[[951340.9472,6004070.2553,443],[951340.7982,6004070.19,443],[951340.809999999,6004070.1629,443],[951339.672800001,6004069.665,443],[951344.865800001,6004057.8049,443],[951340.465599999,6004055.8783,443],[951340.524900001,6004055.7429,443],[951339.171,6004055.1502,443],[951339.1118,6004055.2856,443],[951338.5702,6004055.0484,443],[951336.735599998,6004054.2452,443],[951335.517200001,6004053.7118,443],[951326.723700002,6004049.8614,443],[951326.9014,6004049.4554,443],[951324.464400001,6004048.3882,443],[951324.286600001,6004048.7944,443],[951320.576900002,6004047.1701,443],[951314.388099998,6004061.3048,443],[951339.814199999,6004072.4376,443],[951339.826000001,6004072.4105,443],[951339.9749,6004072.4756,443],[951340.9472,6004070.2553,443]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
318,ETH.LEE.F.F_200.0001,Treppe,LEE F 200.0001,12,LEE F 200.0001,ETH.LEE.F,,,,none,38.7978647492926,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,3,10,3.8,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,447],[951361.355,6003996.8568,447],[951361.179099999,6003996.7797,447],[951359.825100001,6003996.187,447],[951359.7031,6003996.1335,447],[951359.673599999,6003996.2012,447],[951356.478300001,6003994.8021,447],[951353.3246,6004002.0049,447],[951358.171500001,6004004.1271,447],[951360.2641,6003999.3481,447]],[[951356.2447,6004000.8632,447],[951357.619899999,6003997.7222,447],[951358.405200001,6003998.066,447],[951358.2333,6003998.459,447],[951357.029899999,6004001.207,447],[951356.2447,6004000.8632,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
319,ETH.LEE.F.F_200.002,Gang,LEE F 200.002,0,LEE F 200.002,ETH.LEE.F,,,,none,139.914408053956,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,13,10,0.0,"{""hasZ"":true,""rings"":[[[951347.978,6004013.2489,447],[951347.723999999,6004013.1378,447],[951348.079700001,6004012.3255,447],[951348.350499999,6004012.444,447],[951350.449099999,6004007.6514,447],[951351.0418,6004006.2975,447],[951351.9311,6004004.2667,447],[951351.863299999,6004004.2369,447],[951356.25,6003994.2181,447],[951356.317699999,6003994.2478,447],[951356.368099999,6003994.1327,447],[951356.5035,6003994.192,447],[951357.706799999,6003991.4436,447],[951357.5715,6003991.3843,447],[951357.621800002,6003991.2693,447],[951357.554200001,6003991.2396,447],[951359.421500001,6003986.9748,447],[951359.451200001,6003986.9073,447],[951360.043900002,6003985.5534,447],[951360.0735,6003985.4857,447],[951360.429299999,6003984.6732,447],[951360.458999999,6003984.6055,447],[951361.0517,6003983.2518,447],[951361.844500002,6003981.4408,447],[951358.273600001,6003979.8773,447],[951358.162599999,6003980.1312,447],[951357.9934,6003980.0571,447],[951357.459800001,6003981.2756,447],[951357.629000001,6003981.3497,447],[951357.332600001,6003982.0265,447],[951357.163400002,6003981.9525,447],[951356.629799999,6003983.171,447],[951356.799199998,6003983.2452,447],[951353.182999998,6003991.5038,447],[951353.013700001,6003991.4298,447],[951352.480300002,6003992.6483,447],[951352.649500001,6003992.7223,447],[951352.3532,6003993.3994,447],[951352.183800001,6003993.3252,447],[951351.6503,6003994.5437,447],[951351.819699999,6003994.6179,447],[951350.6932,6003997.1903,447],[951350.524,6003997.1161,447],[951349.990499999,6003998.3346,447],[951350.1598,6003998.4088,447],[951348.314599998,6004002.6227,447],[951348.297699999,6004002.6152,447],[951347.475299999,6004004.4938,447],[951347.339899998,6004004.4345,447],[951346.569499999,6004006.194,447],[951346.7049,6004006.2533,447],[951345.815099999,6004008.2851,447],[951345.6798,6004008.2258,447],[951344.909400001,6004009.9854,447],[951345.0447,6004010.0447,447],[951344.2223,6004011.9232,447],[951344.2392,6004011.9307,447],[951344.202199999,6004012.0152,447],[951347.8237,6004013.601,447],[951347.978,6004013.2489,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
320,ETH.LEE.F.F_100.0002,Gang,LEE F 100.0002,0,LEE F 100.0002,ETH.LEE.F,,,,none,45.6832172001688,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,4,10,0.0,"{""hasZ"":true,""rings"":[[[951336.215399999,6004047.4184,447],[951336.3508,6004047.4777,447],[951339.3268,6004040.6812,447],[951339.732799999,6004040.859,447],[951342.318799999,6004041.9913,447],[951342.200300001,6004042.2621,447],[951343.784299999,6004042.9557,447],[951343.902899999,6004042.6849,447],[951344.0383,6004042.7442,447],[951344.1864,6004042.4057,447],[951344.2542,6004042.4353,447],[951344.3046,6004042.3202,447],[951345.134399999,6004040.4248,447],[951345.184799999,6004040.3097,447],[951345.117199998,6004040.2801,447],[951345.206,6004040.077,447],[951345.0843,6004040.0237,447],[951343.933499999,6004039.5198,447],[951343.8116,6004039.4664,447],[951343.782000002,6004039.5341,447],[951342.9899,6004039.1873,447],[951343.078899998,6004038.9842,447],[951343.004299998,6004038.9516,447],[951343.0458,6004038.8569,447],[951341.529399998,6004038.1929,447],[951341.488000002,6004038.2877,447],[951341.399999999,6004038.2492,447],[951341.311099999,6004038.4522,447],[951340.329500001,6004038.0226,447],[951340.359099999,6004037.9549,447],[951340.2711,6004037.9162,447],[951340.330400001,6004037.7808,447],[951339.112,6004037.2474,447],[951339.0526,6004037.3828,447],[951338.964600001,6004037.3442,447],[951338.9351,6004037.4119,447],[951337.865400001,6004036.9437,447],[951337.8061,6004037.0789,447],[951337.738400001,6004037.0493,447],[951337.688099999,6004037.1645,447],[951336.858100001,6004039.0598,447],[951336.807700001,6004039.1749,447],[951336.875500001,6004039.2047,447],[951333.751400001,6004046.3395,447],[951334.631499998,6004046.725,447],[951334.601799998,6004046.7927,447],[951334.716899998,6004046.8429,447],[951336.070700001,6004047.4357,447],[951336.185800001,6004047.4861,447],[951336.215399999,6004047.4184,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
321,ETH.LEE.F.F_100.0001,Treppe,LEE F 100.0001,0,LEE F 100.0001,ETH.LEE.F,,,,none,29.4896908495885,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,2,10,0.0,"{""hasZ"":true,""rings"":[[[951342.871399999,6004045.0406,447],[951343.784299999,6004042.9557,447],[951342.200300001,6004042.2621,447],[951339.614399999,6004041.1298,447],[951336.757100001,6004047.6556,447],[951340.927000001,6004049.4814,447],[951342.871399999,6004045.0406,447]],[[951339.190400001,6004046.7042,447],[951340.5656,6004043.5632,447],[951341.351,6004043.907,447],[951341.179000001,6004044.2997,447],[951339.975699998,6004047.0479,447],[951339.190400001,6004046.7042,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
322,ETH.LEE.F.F_100.002,Gang,LEE F 100.002,0,LEE F 100.002,ETH.LEE.F,,,,none,349.378367524957,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,34,10,0.0,"{""hasZ"":true,""rings"":[[[951334.420499999,6004070.2373,447],[951334.335999999,6004070.2002,447],[951336.701200001,6004064.7982,447],[951336.8704,6004064.8723,447],[951337.403900001,6004063.6538,447],[951337.2348,6004063.5797,447],[951338.361000001,6004061.0073,447],[951338.530400001,6004061.0815,447],[951339.0638,6004059.863,447],[951338.8946,6004059.7888,447],[951340.0209,6004057.2164,447],[951340.190200001,6004057.2906,447],[951340.7236,6004056.0721,447],[951340.554400001,6004055.9979,447],[951342.510600001,6004051.5301,447],[951342.68,6004051.6043,447],[951343.213399999,6004050.3858,447],[951343.044199999,6004050.3116,447],[951345.000500001,6004045.8438,447],[951345.169599999,6004045.9178,447],[951345.703200001,6004044.6993,447],[951345.5339,6004044.6253,447],[951346.660300002,6004042.0528,447],[951346.829500001,6004042.1269,447],[951347.363000002,6004040.9085,447],[951347.193700001,6004040.8343,447],[951348.320099998,6004038.2621,447],[951348.489300001,6004038.3361,447],[951349.022799999,6004037.1176,447],[951348.853700001,6004037.0436,447],[951349.038800001,6004036.6204,447],[951349.123500001,6004036.6574,447],[951352.263900001,6004029.485,447],[951350.706900001,6004028.8033,447],[951350.339299999,6004029.6429,447],[951350.095699999,6004029.5361,447],[951348.945700001,6004032.1627,447],[951341.133699998,6004028.7423,447],[951342.283599999,6004026.1157,447],[951342.080699999,6004026.0267,447],[951342.4362,6004025.2145,447],[951342.690099999,6004025.3256,447],[951342.8072,6004025.0584,447],[951342.8814,6004024.889,447],[951342.8983,6004024.8963,447],[951347.803599998,6004013.693,447],[951347.786699999,6004013.6857,447],[951347.8237,6004013.601,447],[951344.202199999,6004012.0152,447],[951344.0539,6004012.3537,447],[951343.8847,6004012.2796,447],[951343.351100001,6004013.4981,447],[951343.520500001,6004013.5722,447],[951342.394000001,6004016.1446,447],[951342.2249,6004016.0705,447],[951341.691300001,6004017.289,447],[951341.8605,6004017.3631,447],[951340.734200001,6004019.9355,447],[951340.565099999,6004019.8614,447],[951340.031500001,6004021.0799,447],[951340.2007,6004021.154,447],[951339.0744,6004023.7264,447],[951338.905200001,6004023.6523,447],[951338.3717,6004024.8708,447],[951338.540899999,6004024.9449,447],[951336.584600002,6004029.4127,447],[951336.415399998,6004029.3386,447],[951335.881900001,6004030.5571,447],[951336.051199999,6004030.6312,447],[951334.094900001,6004035.099,447],[951333.9256,6004035.0249,447],[951333.392200001,6004036.2434,447],[951333.561299998,6004036.3175,447],[951331.605099998,6004040.7854,447],[951331.436000001,6004040.7114,447],[951330.902399998,6004041.9297,447],[951331.071600001,6004042.0038,447],[951329.115499999,6004046.4717,447],[951328.9461,6004046.3976,447],[951328.412599999,6004047.6161,447],[951328.581900001,6004047.6902,447],[951326.625700001,6004052.158,447],[951326.4564,6004052.0839,447],[951325.922800001,6004053.3024,447],[951326.092099998,6004053.3765,447],[951324.1358,6004057.8443,447],[951323.966699999,6004057.7702,447],[951323.433200002,6004058.9887,447],[951323.602299999,6004059.0628,447],[951321.237100001,6004064.4649,447],[951321.775199998,6004064.7005,447],[951321.6567,6004064.9713,447],[951324.202100001,6004066.0858,447],[951324.320500001,6004065.8151,447],[951324.875700001,6004066.058,447],[951327.9641,6004059.0043,447],[951328.379099999,6004058.0566,447],[951329.523200002,6004055.4435,447],[951329.455499999,6004055.4139,447],[951331.4888,6004050.7701,447],[951331.9452,6004049.7276,447],[951332.609200001,6004048.2112,447],[951332.677000001,6004048.2409,447],[951332.727400001,6004048.1258,447],[951332.8627,6004048.185,447],[951333.455400001,6004046.8311,447],[951333.320099998,6004046.7719,447],[951333.3704,6004046.6568,447],[951333.302700002,6004046.6271,447],[951336.604600001,6004039.0861,447],[951336.6723,6004039.1156,447],[951336.7227,6004039.0007,447],[951336.858100001,6004039.0598,447],[951337.688099999,6004037.1645,447],[951337.552700002,6004037.1052,447],[951337.603100002,6004036.99,447],[951337.535300002,6004036.9605,447],[951339.533199999,6004032.3978,447],[951347.385600001,6004035.836,447],[951345.387899999,6004040.3986,447],[951345.320300002,6004040.3691,447],[951345.2698,6004040.4841,447],[951345.134399999,6004040.4248,447],[951344.3046,6004042.3202,447],[951344.4399,6004042.3795,447],[951344.3895,6004042.4946,447],[951344.457199998,6004042.5243,447],[951341.155400001,6004050.0655,447],[951341.0876,6004050.0357,447],[951341.0372,6004050.1509,447],[951340.901900001,6004050.0915,447],[951340.309,6004051.4455,447],[951340.444400001,6004051.5048,447],[951340.394000001,6004051.6198,447],[951340.461800002,6004051.6494,447],[951339.175299998,6004054.5874,447],[951339.080600001,6004054.5459,447],[951339.033300001,6004054.6542,447],[951338.529399998,6004055.805,447],[951338.4344,6004056.0217,447],[951337.3792,6004058.4315,447],[951337.331799999,6004058.5398,447],[951337.426600002,6004058.5813,447],[951337.307999998,6004058.8521,447],[951337.240400001,6004058.8225,447],[951336.0962,6004061.4355,447],[951335.681299999,6004062.3832,447],[951332.592900001,6004069.437,447],[951333.147999998,6004069.68,447],[951333.029300001,6004069.9509,447],[951334.302000001,6004070.5081,447],[951334.420499999,6004070.2373,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
323,ETH.LEE.G.G_200.0001,Treppe,LEE G 200.0001,1,LEE G 200.0001,ETH.LEE.G,,,,none,38.7974333425,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,3,10,1.266667,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,451],[951361.355,6003996.8568,451],[951361.179099999,6003996.7797,451],[951359.825100001,6003996.187,451],[951359.7031,6003996.1335,451],[951359.673599999,6003996.2012,451],[951356.478399999,6003994.8022,451],[951353.3246,6004002.0049,451],[951358.171500001,6004004.1271,451],[951360.2641,6003999.3478,451]],[[951356.2447,6004000.8632,451],[951357.619899999,6003997.7222,451],[951358.405200001,6003998.066,451],[951358.2333,6003998.459,451],[951357.029899999,6004001.207,451],[951356.2447,6004000.8632,451]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
324,ETH.LEE.H.H_200.0001,Treppe,LEE H 200.0001,0,LEE H 200.0001,ETH.LEE.H,,,,none,38.7979969321667,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951361.355,6003996.8568,455],[951361.179099999,6003996.7797,455],[951359.825100001,6003996.187,455],[951359.7031,6003996.1335,455],[951359.673599999,6003996.2012,455],[951359.294399999,6003996.0352,455],[951356.478300001,6003994.8021,455],[951353.3246,6004002.0049,455],[951358.171500001,6004004.1271,455],[951361.355,6003996.8568,455]],[[951358.405200001,6003998.066,455],[951357.029899999,6004001.207,455],[951356.2447,6004000.8632,455],[951357.619899999,6003997.7222,455],[951358.405200001,6003998.066,455]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
325,ETH.LEE.J.J_200.0001,Treppe,LEE J 200.0001,0,LEE J 200.0001,ETH.LEE.J,,,,none,38.7977507692222,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,459],[951361.355,6003996.8568,459],[951361.179099999,6003996.7797,459],[951359.825100001,6003996.187,459],[951359.7031,6003996.1335,459],[951359.673599999,6003996.2012,459],[951356.478300001,6003994.8021,459],[951353.3246,6004002.0049,459],[951358.171500001,6004004.1271,459],[951360.2641,6003999.3478,459]],[[951356.2447,6004000.8632,459],[951357.619899999,6003997.7222,459],[951358.405200001,6003998.066,459],[951358.2333,6003998.459,459],[951357.029899999,6004001.207,459],[951356.2447,6004000.8632,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
326,ETH.LEE.J.J_201,Buero,LEE J 201,0,LEE J 201,ETH.LEE.J,,,,none,91.4788492161265,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,9,10,0.0,"{""hasZ"":true,""rings"":[[[951343.7674,6004011.0828,459],[951344.305599999,6004011.3183,459],[951345.011,6004009.7072,459],[951345.544500001,6004008.4887,459],[951348.330600001,6004002.1255,459],[951348.8642,6004000.907,459],[951348.975299999,6004000.6531,459],[951342.101,6003997.6432,459],[951341.8653,6003998.1812,459],[951341.594500002,6003998.0628,459],[951340.480099998,6004000.6081,459],[951340.750799999,6004000.7266,459],[951340.205499999,6004001.9723,459],[951339.934700001,6004001.8537,459],[951338.8202,6004004.399,459],[951339.090999998,6004004.5175,459],[951338.545600001,6004005.7632,459],[951338.274900001,6004005.6446,459],[951337.160399999,6004008.1899,459],[951337.431299999,6004008.3084,459],[951337.312600002,6004008.5792,459],[951339.857999999,6004009.6937,459],[951339.976500001,6004009.4229,459],[951341.222199999,6004009.9682,459],[951341.103500001,6004010.239,459],[951343.648899999,6004011.3534,459],[951343.7674,6004011.0828,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
327,ETH.LEE.J.J_200.002,Gang,LEE J 200.002,0,LEE J 200.002,ETH.LEE.J,,,,none,332.689532325359,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701390000,11/11/2023 11:16:30 AM,1699701420000,11/11/2023 11:17:00 AM,1,33,10,0.0,"{""hasZ"":true,""rings"":[[[951357.658399999,6004017.1648,459],[951357.5737,6004017.1278,459],[951358.279100001,6004015.5166,459],[951358.4483,6004015.5907,459],[951358.981800001,6004014.3723,459],[951358.8127,6004014.2983,459],[951361.598700002,6004007.935,459],[951361.768100001,6004008.009,459],[951362.3015,6004006.7905,459],[951362.132300001,6004006.7165,459],[951362.428800002,6004006.0395,459],[951362.597899999,6004006.1135,459],[951363.131499998,6004004.895,459],[951362.962200001,6004004.821,459],[951366.578299999,6003996.5623,459],[951366.747699998,6003996.6363,459],[951367.281100001,6003995.4178,459],[951367.111900002,6003995.3438,459],[951367.408199999,6003994.6668,459],[951367.577500001,6003994.741,459],[951368.1109,6003993.5225,459],[951367.9417,6003993.4483,459],[951370.7278,6003987.085,459],[951370.8972,6003987.1592,459],[951371.430599999,6003985.9407,459],[951371.261399999,6003985.8665,459],[951371.446600001,6003985.4434,459],[951375.5222,6003976.1355,459],[951375.559300002,6003976.0508,459],[951373.883699998,6003975.3173,459],[951373.5814,6003976.0077,459],[951373.513700001,6003975.9781,459],[951371.296700001,6003981.0416,459],[951363.579500001,6003977.6627,459],[951365.796599999,6003972.5992,459],[951365.728799999,6003972.5695,459],[951366.031199999,6003971.879,459],[951362.4604,6003970.3155,459],[951362.4232,6003970.4002,459],[951358.3477,6003979.7081,459],[951358.162599999,6003980.1312,459],[951357.9934,6003980.0571,459],[951357.459800001,6003981.2756,459],[951357.629000001,6003981.3497,459],[951354.842900001,6003987.713,459],[951354.673599999,6003987.6389,459],[951354.1402,6003988.8572,459],[951354.309300002,6003988.9315,459],[951354.012899999,6003989.6085,459],[951353.843699999,6003989.5343,459],[951353.310199998,6003990.7528,459],[951353.479499999,6003990.827,459],[951351.523200002,6003995.2947,459],[951351.3539,6003995.2207,459],[951350.820500001,6003996.4392,459],[951350.989599999,6003996.5132,459],[951349.033399999,6004000.9812,459],[951348.8642,6004000.907,459],[951348.330600001,6004002.1255,459],[951348.5,6004002.1995,459],[951345.7137,6004008.5628,459],[951345.544500001,6004008.4887,459],[951345.011,6004009.7072,459],[951345.180300001,6004009.7813,459],[951344.474800002,6004011.3925,459],[951345.013,6004011.6281,459],[951344.894400001,6004011.8989,459],[951347.4397,6004013.0133,459],[951347.558400001,6004012.7425,459],[951348.113299999,6004012.9856,459],[951350.360100001,6004007.8545,459],[951358.077300001,6004011.2334,459],[951355.830499999,6004016.3645,459],[951356.385699999,6004016.6076,459],[951356.267000001,6004016.8784,459],[951357.539700001,6004017.4356,459],[951357.658399999,6004017.1648,459]],[[951359.1743,6004007.438,459],[951359.2159,6004007.3434,459],[951359.1076,6004007.2958,459],[951358.2993,6004006.942,459],[951355.9395,6004005.9087,459],[951355.722800002,6004005.8139,459],[951352.554699998,6004004.4267,459],[951352.446400002,6004004.3793,459],[951352.404800002,6004004.4739,459],[951351.863299999,6004004.2369,459],[951356.25,6003994.2181,459],[951356.317699999,6003994.2478,459],[951356.368099999,6003994.1327,459],[951356.5035,6003994.192,459],[951357.706799999,6003991.4436,459],[951357.5715,6003991.3843,459],[951357.621800002,6003991.2693,459],[951357.554200001,6003991.2396,459],[951359.451200001,6003986.9073,459],[951360.043900002,6003985.5534,459],[951360.458999999,6003984.6055,459],[951361.0517,6003983.2518,459],[951361.940900002,6003981.2209,459],[951362.482500002,6003981.4579,459],[951362.440900002,6003981.5527,459],[951362.549199998,6003981.6001,459],[951365.717300002,6003982.9872,459],[951365.933899999,6003983.0821,459],[951369.1021,6003984.4692,459],[951369.2104,6003984.5168,459],[951369.251899999,6003984.422,459],[951369.793400001,6003984.6592,459],[951365.406800002,6003994.6778,459],[951365.339000002,6003994.6482,459],[951365.288600001,6003994.7633,459],[951365.153299998,6003994.704,459],[951363.9498,6003997.4525,459],[951364.085200001,6003997.5118,459],[951364.0348,6003997.6268,459],[951364.102499999,6003997.6564,459],[951361.6424,6004003.275,459],[951361.049600001,6004004.6289,459],[951359.7159,6004007.6752,459],[951359.1743,6004007.438,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
